B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,CDOM Proxy (B3/B4),NDCI,NSMI,B4/B3,B4/B2,B4/B1,GCE_Salinity,GCE_Temperature(C)
250,354,492,550,524,222,210,175,103,1,27,21,-0.517241379,0.894545455,-0.024208566,0.492836676,1.117886179,1.553672316,2.2,0.12,13.8
351,384,621,744,679,282,256,210,143,28,66,55,-0.559748428,0.834677419,-0.045678145,0.560891938,1.198067633,1.9375,2.11965812,0.02,12.2
252,350,473,569,514,202,188,167,103,19,40,31,-0.546195652,0.831282953,-0.050784857,0.497126437,1.202959831,1.625714286,2.257936508,0.02,12.46
314,314,434,509,500,215,212,163,117,1,59,51,-0.514880952,0.852652259,-0.008919722,0.500397772,1.17281106,1.621019108,1.621019108,0.02,16.53
326,423,560,631,593,259,253,200,141,5,76,60,-0.518652226,0.88748019,-0.031045752,0.475836431,1.126785714,1.491725768,1.935582822,0.03,18.95
395,417,451,491,495,283,277,234,187,148,99,66,-0.354482759,0.918533605,0.004056795,0.386313466,1.088691796,1.177458034,1.243037975,0.04,22.44
253,243,335,385,378,168,168,132,92,41,39,28,-0.489361702,0.87012987,-0.009174312,0.495327103,1.149253731,1.58436214,1.52173913,0.05,20.01
309,304,417,506,506,249,253,189,150,79,75,52,-0.456115108,0.824110672,0,0.504482478,1.213429257,1.664473684,1.637540453,0.03,20.01
432,492,593,680,669,391,378,347,289,264,221,194,-0.324245375,0.872058824,-0.008154188,0.442492918,1.146711636,1.382113821,1.574074074,0.03,20.14
286,311,496,555,555,191,201,148,95,68,79,65,-0.578947368,0.893693694,0,0.543318649,1.118951613,1.784565916,1.940559441,0.3,25
355,370,540,601,651,328,340,267,212,284,159,136,-0.384792627,0.898502496,0.039936102,0.510258107,1.112962963,1.624324324,1.692957746,1.06,27.13
358,401,604,588,742,412,447,355,301,105,197,148,-0.247083775,1.027210884,0.115789474,0.496547395,0.973509934,1.466334165,1.642458101,7.78,30.37
380,449,570,459,499,256,274,225,201,122,153,106,-0.342105263,1.241830065,0.041753653,0.392422192,0.805263158,1.022271715,1.207894737,5.06,30.38
341,395,590,698,693,333,339,289,197,53,58,47,-0.414387031,0.845272206,-0.003594536,0.530600119,1.183050847,1.767088608,2.046920821,0.74,23.85
303,369,559,597,594,261,263,230,147,13,53,51,-0.443772672,0.936348409,-0.002518892,0.516065574,1.067978533,1.617886179,1.97029703,0.23,23.68
254,366,507,440,430,137,143,105,77,1,39,21,-0.614678899,1.152272727,-0.011494253,0.442498096,0.867850099,1.202185792,1.732283465,0.25,19.58
315,447,598,598,597,252,263,221,149,1,35,26,-0.46031746,1,-0.00083682,0.455873402,1,1.337807606,1.898412698,0.2,22.9
277,394,562,582,534,204,204,167,112,1,60,57,-0.554072096,0.965635739,-0.043010753,0.487646294,1.035587189,1.47715736,2.101083032,0.31,17.74
278,330,497,511,465,179,169,144,87,1,28,32,-0.560305344,0.97260274,-0.047131148,0.506726457,1.028169014,1.548484848,1.838129496,0.46,12.33
354,427,609,641,655,321,301,256,178,1,30,37,-0.429208473,0.950078003,0.010802469,0.490757305,1.052545156,1.50117096,1.810734463,3.29,10.59
284,297,417,474,414,191,170,174,117,61,57,46,-0.462962963,0.879746835,-0.067567568,0.5,1.136690647,1.595959596,1.669014085,20.75,14.83
363,431,540,597,613,311,311,259,208,132,101,91,-0.394859813,0.904522613,0.01322314,0.450255102,1.105555556,1.385150812,1.644628099,0.09,18.41
381,427,604,586,613,303,288,251,176,36,42,32,-0.400238949,1.030716724,0.022518766,0.471861472,0.970198675,1.37236534,1.538057743,16.53,15.14
423,544,701,658,661,334,321,288,215,135,103,97,-0.391120507,1.065349544,0.00227445,0.428271151,0.938659058,1.209558824,1.555555556,12.65,17.1
612,610,708,545,573,410,392,340,335,321,213,183,-0.231638418,1.299082569,0.025044723,0.345142244,0.769774011,0.893442623,0.890522876,8.36,29.92
530,604,714,592,636,375,371,335,290,260,185,157,-0.277238403,1.206081081,0.035830619,0.367539267,0.829131653,0.98013245,1.116981132,21.37,29.05
673,777,885,772,796,635,648,585,598,762,567,535,-0.137803979,1.146373057,0.015306122,0.361544782,0.872316384,0.993564994,1.147102526,21,28.31
351,352,362,279,290,206,220,199,170,365,150,123,-0.167364017,1.297491039,0.019332162,0.291037261,0.770718232,0.792613636,0.794871795,24.93,30.49
319,408,538,430,497,186,203,141,105,1,28,25,-0.506129597,1.251162791,0.07227616,0.406976744,0.799256506,1.053921569,1.347962382,23.47,29.54
482,535,684,673,712,419,430,357,296,270,86,68,-0.306796117,1.016344725,0.028158845,0.434460888,0.983918129,1.257943925,1.39626556,20.4,26.89
454,514,680,467,469,240,239,208,185,164,128,118,-0.383703704,1.456102784,0.002136752,0.381095725,0.686764706,0.908560311,1.028634361,32.56,28.12
430,441,581,559,628,336,343,272,207,60,22,14,-0.345367028,1.039355993,0.058129739,0.442125237,0.962134251,1.267573696,1.3,17.63,27.4
1236,1239,1277,1202,1369,1329,1362,1214,1390,3056,1470,1747,0.004966887,1.062396007,0.06495527,0.333512641,0.941268598,0.970137207,0.972491909,26.32,16.34
190,199,293,241,197,65,55,58,24,1,9,11,-0.612040134,1.215767635,-0.100456621,0.457025921,0.822525597,1.211055276,1.268421053,11.87,13.67
254,373,504,473,460,168,164,131,90,1,11,16,-0.566225166,1.065539112,-0.013933548,0.447407407,0.938492063,1.268096515,1.862204724,10.73,14.91
388,471,661,466,426,140,135,105,69,1,15,15,-0.632224168,1.418454936,-0.044843049,0.410513141,0.704992436,0.989384289,1.201030928,28.68,14.34
478,560,709,667,639,354,330,276,253,343,168,146,-0.414634146,1.062968516,-0.02143951,0.421487603,0.940761636,1.191071429,1.39539749,8.19,12.94
308,424,584,639,620,272,257,224,141,1,15,18,-0.480880649,0.913928013,-0.015091342,0.485124469,1.094178082,1.507075472,2.074675325,6.39,13.66
368,420,655,775,720,311,289,235,160,38,34,30,-0.534653465,0.84516129,-0.036789298,0.545945946,1.183206107,1.845238095,2.105978261,4.95,12.31
276,358,488,582,517,224,206,189,121,36,25,21,-0.509727626,0.838487973,-0.059144677,0.49859944,1.192622951,1.625698324,2.108695652,15.66,13.18
345,346,461,551,537,241,238,190,136,1,27,31,-0.487179487,0.836660617,-0.012867647,0.490427099,1.195227766,1.592485549,1.597101449,0.04,16.75
375,468,600,669,653,315,300,251,195,72,95,91,-0.454347826,0.896860987,-0.012102874,0.461139896,1.115,1.429487179,1.784,0.03,19.08
633,796,782,765,755,520,509,602,410,378,335,209,-0.11923921,1.022222222,-0.006578947,0.320529236,0.97826087,0.961055276,1.208530806,16.59,20.89
289,273,370,435,432,188,182,157,105,38,16,21,-0.469594595,0.850574713,-0.003460208,0.493506494,1.175675676,1.593406593,1.505190311,1.45,20.66
349,344,440,529,519,259,245,204,154,66,33,30,-0.443383356,0.831758034,-0.009541985,0.476009139,1.202272727,1.537790698,1.515759312,0.04,20.1
651,771,900,1009,1009,706,695,656,584,439,438,406,-0.212012012,0.89197225,0,0.424626866,1.121111111,1.308690013,1.549923195,2.94,20.7
337,377,561,584,594,257,255,203,159,97,86,68,-0.4841169,0.960616438,0.008488964,0.504599212,1.040998217,1.549071618,1.732937685,14.19,25.06
723,804,948,975,1022,735,728,696,651,663,574,494,-0.166965889,0.972307692,0.023535303,0.410341034,1.028481013,1.212686567,1.348547718,17.34,27.54
458,492,693,687,805,479,501,407,380,183,219,177,-0.255941499,1.008733624,0.079088472,0.474358974,0.991341991,1.396341463,1.5,12.87,29.98
465,640,783,829,972,755,789,725,616,600,317,220,-0.066924067,0.94451146,0.079400333,0.431616341,1.058748404,1.2953125,1.782795699,8.51,29.35
530,637,798,633,671,419,440,336,373,460,271,217,-0.306501548,1.260663507,0.029141104,0.383945841,0.793233083,0.993720565,1.194339623,27.88,30.08
353,409,602,662,669,316,316,280,193,54,37,35,-0.40552017,0.909365559,0.005259204,0.51105798,1.099667774,1.618581907,1.875354108,9.76,24.35
307,385,579,559,573,221,223,200,125,13,14,23,-0.472990777,1.035778175,0.012367491,0.49441891,0.965457686,1.451948052,1.820846906,9.61,23.66
308,440,584,450,417,150,150,118,82,1,21,18,-0.584507042,1.297777778,-0.038062284,0.402985075,0.770547945,1.022727273,1.461038961,26.02,20.19
340,473,631,584,575,222,229,180,108,1,11,15,-0.528795812,1.080479452,-0.007765315,0.43957346,0.925515055,1.234672304,1.717647059,19.26,22.69
313,434,605,559,517,206,195,167,115,2,44,44,-0.539944904,1.082289803,-0.039033457,0.456821026,0.923966942,1.288018433,1.785942492,4.08,18.1
369,430,620,674,724,419,422,375,251,24,16,13,-0.285033365,0.919881306,0.035765379,0.501160093,1.087096774,1.56744186,1.826558266,4.9,12.67
375,437,625,561,563,239,224,191,124,1,10,7,-0.492021277,1.114081996,0.001779359,0.461491066,0.8976,1.28375286,1.496,13.8,11.42
180,168,276,230,213,148,147,164,170,251,171,104,-0.16751269,1.2,-0.038374718,0.50148368,0.833333333,1.369047619,1.277777778,13.62,15.63
314,370,469,353,400,350,383,356,367,554,359,244,0.004231312,1.328611898,0.062416999,0.379194631,0.752665245,0.954054054,1.124203822,18.85,20.78
319,327,446,356,385,319,348,336,326,388,277,166,-0.028901734,1.252808989,0.039136302,0.420726306,0.798206278,1.088685015,1.115987461,18.57,15.3
445,574,688,587,652,590,625,616,603,853,499,350,0.024106401,1.172061329,0.052461663,0.379123851,0.853197674,1.022648084,1.319101124,20.06,24.7
412,525,603,504,525,326,349,326,300,456,334,243,-0.214457831,1.196428571,0.020408163,0.356617647,0.835820896,0.96,1.223300971,24.79,29.26
502,677,750,656,736,678,719,693,713,1316,668,526,0.027427724,1.143292683,0.057471264,0.349975996,0.874666667,0.968980798,1.306772908,28.24,29.28
734,687,836,813,1013,1156,1342,889,1444,1465,1143,1068,0.044653349,1.028290283,0.109529025,0.411815068,0.972488038,1.183406114,1.107629428,29.58,30.98
401,385,477,357,426,397,410,370,407,451,354,214,0.017881706,1.336134454,0.088122605,0.368334701,0.748427673,0.927272727,0.890274314,27.84,29.9
412,525,603,504,525,326,349,326,300,456,334,243,-0.214457831,1.196428571,0.020408163,0.356617647,0.835820896,0.96,1.223300971,24.79,29.26
502,677,750,656,736,678,719,693,713,1316,668,526,0.027427724,1.143292683,0.057471264,0.349975996,0.874666667,0.968980798,1.306772908,28.24,29.28
734,687,836,813,1013,1156,1342,889,1444,1465,1143,1068,0.044653349,1.028290283,0.109529025,0.411815068,0.972488038,1.183406114,1.107629428,29.58,30.98
401,385,477,357,426,397,410,370,407,451,354,214,0.017881706,1.336134454,0.088122605,0.368334701,0.748427673,0.927272727,0.890274314,27.84,29.9
295,319,407,288,331,254,287,243,269,445,242,146,-0.084745763,1.413194444,0.069466882,0.370808679,0.707616708,0.902821317,0.976271186,27.9,30.51
387,397,523,382,414,383,423,380,407,647,331,191,-0.002624672,1.369109948,0.040201005,0.390168971,0.73040153,0.962216625,0.987080103,29.36,26.98
405,416,527,409,494,490,544,504,519,692,384,233,0.104052574,1.288508557,0.094130676,0.384615385,0.776091082,0.983173077,1.009876543,30.97,27.86
1731,1378,1411,1240,1420,1592,1700,1824,1702,2793,1472,1136,0.190600522,1.137903226,0.067669173,0.315959295,0.878809355,0.899854862,0.716348931,31.57,24.18
292,373,434,286,252,115,128,95,93,2,60,35,-0.501312336,1.517482517,-0.063197026,0.31747484,0.658986175,0.766756032,0.979452055,27.85,25.31
250,346,410,310,283,191,199,221,204,229,169,101,-0.167608286,1.322580645,-0.045531197,0.350844278,0.756097561,0.895953757,1.24,28.61,16.96
250,312,374,259,232,197,207,226,220,268,192,122,-0.068041237,1.444015444,-0.054989817,0.33968254,0.692513369,0.830128205,1.036,27.18,13.87
296,328,417,310,301,192,214,211,200,299,174,104,-0.190019194,1.34516129,-0.014729951,0.378199052,0.743405276,0.945121951,1.047297297,27.43,15.09
215,282,332,214,195,93,105,84,84,40,78,54,-0.436241611,1.551401869,-0.046454768,0.31884058,0.644578313,0.758865248,0.995348837,26.6,16.3
272,261,376,271,277,220,235,260,234,326,250,159,-0.020715631,1.387453875,0.010948905,0.425110132,0.720744681,1.038314176,0.996323529,26.82,12.87
285,377,443,342,359,263,291,274,268,352,258,159,-0.11038961,1.295321637,0.02425107,0.351118761,0.772009029,0.907161804,1.2,27.03,15.59
279,303,404,252,220,123,125,110,112,82,94,64,-0.392265193,1.603174603,-0.06779661,0.368091762,0.623762376,0.831683168,0.903225806,26.79,14.03
287,344,418,307,334,293,327,327,315,566,306,216,0.031545741,1.361563518,0.042121685,0.356407858,0.734449761,0.89244186,1.069686411,26.72,12.08
257,329,417,352,341,248,260,262,244,429,230,137,-0.146579805,1.184659091,-0.015873016,0.400728597,0.8441247,1.069908815,1.369649805,19.69,13.68
242,228,314,258,249,186,230,203,214,264,248,159,-0.119305857,1.217054264,-0.017751479,0.43,0.821656051,1.131578947,1.066115702,18.65,11.72
183,190,208,178,162,138,144,143,143,229,157,115,-0.109034268,1.168539326,-0.047058824,0.340277778,0.855769231,0.936842105,0.972677596,12.96,13.8
338,294,342,348,380,269,279,246,283,236,268,184,-0.171717172,0.982758621,0.043956044,0.402439024,1.01754386,1.183673469,1.029585799,6.6,19.78
327,325,380,360,445,438,474,451,451,591,413,277,0.112207152,1.055555556,0.105590062,0.389671362,0.947368421,1.107692308,1.100917431,7.09,22.08
349,325,339,305,365,324,378,326,323,502,288,185,0.033280507,1.11147541,0.089552239,0.329205366,0.899705015,0.938461538,0.873925501,11.41,23.61
340,284,368,327,416,451,502,483,491,702,438,262,0.192592593,1.125382263,0.119784657,0.419816139,0.888586957,1.151408451,0.961764706,14.52,20.8
296,306,454,408,498,425,462,435,479,551,439,268,0.03202847,1.112745098,0.099337748,0.476027397,0.898678414,1.333333333,1.378378378,15.4,26.52
320,303,426,346,417,394,424,387,424,627,391,243,0.055934516,1.231213873,0.093053735,0.43627907,0.812206573,1.141914191,1.08125,19.13,28.49
354,394,533,464,620,639,711,650,710,729,571,337,0.166965889,1.148706897,0.143911439,0.433501078,0.87054409,1.177664975,1.310734463,26.44,29.83
289,324,383,273,305,271,323,276,293,346,205,124,0.005464481,1.402930403,0.055363322,0.33877551,0.712793734,0.842592593,0.944636678,27.15,30.82
266,286,398,341,406,447,507,511,497,501,318,163,0.199530516,1.167155425,0.087014726,0.44195122,0.85678392,1.192307692,1.281954887,22.79,24.1
244,278,409,326,347,308,347,354,343,399,244,136,0.041176471,1.254601227,0.031203566,0.451135242,0.797066015,1.172661871,1.336065574,24.58,23.16
184,244,304,199,168,100,116,127,119,167,80,44,-0.220858896,1.527638191,-0.084468665,0.346720214,0.654605263,0.81557377,1.081521739,24.58,19.77
270,385,459,367,362,262,289,282,277,231,177,96,-0.130970724,1.250681199,-0.006858711,0.36416185,0.79956427,0.953246753,1.359259259,23.95,22.91
245,320,405,281,293,253,283,277,281,377,232,140,-0.007168459,1.441281139,0.020905923,0.363817097,0.69382716,0.878125,1.146938776,23.93,18.59
268,258,371,251,271,280,305,339,316,430,252,141,0.149152542,1.478087649,0.038314176,0.413636364,0.676549865,0.972868217,0.936567164,24.37,12.32
277,256,368,241,252,242,274,257,251,346,233,133,0.032128514,1.526970954,0.022312373,0.408092486,0.654891304,0.94140625,0.870036101,24.51,10.67
175,216,330,378,331,157,150,145,115,165,105,77,-0.445506692,0.873015873,-0.06629055,0.532467532,1.145454545,1.75,2.16,0.05,14.59
291,385,470,503,507,280,272,246,208,308,139,104,-0.343124166,0.934393638,0.003960396,0.432989691,1.070212766,1.306493506,1.728522337,0.05,18.1
298,311,442,479,458,212,205,173,135,262,77,47,-0.469325153,0.922755741,-0.022411953,0.49512987,1.083710407,1.540192926,1.60738255,0.04,15.07
358,486,641,629,565,296,304,270,233,475,148,116,-0.399332592,1.019077901,-0.05360134,0.446469248,0.981279251,1.294238683,1.75698324,0.06,16.41
400,564,726,742,708,429,455,429,370,740,252,195,-0.267292912,0.978436658,-0.023448276,0.44488189,1.022038567,1.315602837,1.855,0.06,24.35
402,510,692,565,621,320,353,294,244,567,117,64,-0.31548312,1.224778761,0.047217538,0.422750424,0.816473988,1.107843137,1.405472637,0.07,27.74
564,573,775,685,716,416,436,315,291,499,157,102,-0.37,1.131386861,0.022127052,0.436301033,0.883870968,1.195462478,1.214539007,0.08,30.57
409,472,552,425,484,186,194,137,110,383,94,56,-0.512455516,1.298823529,0.064906491,0.348516218,0.769927536,0.900423729,1.039119804,0.11,30.08
620,796,1013,892,929,598,634,571,558,834,428,339,-0.219412167,1.135650224,0.020318506,0.410588671,0.880552813,1.120603015,1.438709677,0.46,28.35
399,441,553,410,463,245,283,235,236,662,155,118,-0.271317829,1.348780488,0.060710195,0.371794872,0.741410488,0.929705215,1.027568922,0.59,31.06
366,398,460,369,423,292,309,242,258,443,223,173,-0.207855974,1.246612466,0.068181818,0.351263244,0.802173913,0.927135678,1.008196721,0.63,29.88
3178,1489,1436,1346,1682,1719,2021,917,2221,6227,1313,1689,-0.189571365,1.066864785,0.110964333,0.302739405,0.937325905,0.903962391,0.423536816,0.72,31.63
279,363,461,379,443,204,228,173,155,505,85,46,-0.373188406,1.216358839,0.077858881,0.396508728,0.822125813,1.044077135,1.358422939,0.64,30.91
351,368,497,428,464,283,314,259,273,633,171,102,-0.245997089,1.161214953,0.040358744,0.430781129,0.861167002,1.163043478,1.219373219,0.65,28.23
315,344,444,391,427,243,249,221,206,470,155,104,-0.277777778,1.135549872,0.04400978,0.416454623,0.880630631,1.136627907,1.241269841,1.2,28.92
231,231,332,290,337,161,168,134,114,339,86,50,-0.367924528,1.144827586,0.074960128,0.458382181,0.873493976,1.255411255,1.255411255,1.34,28.17
106,143,96,71,61,37,49,42,45,45,52,42,-0.256637168,1.352112676,-0.075757576,0.077419355,0.739583333,0.496503497,0.669811321,2.18,25.09
332,357,316,279,291,215,224,210,197,390,158,123,-0.141104294,1.132616487,0.021052632,0.25,0.882911392,0.781512605,0.840361446,0.28,24.39
115,207,236,287,271,125,146,136,101,314,73,52,-0.356973995,0.822299652,-0.028673835,0.432876712,1.216101695,1.38647343,2.495652174,0.14,17.58
139,243,308,365,323,137,150,153,119,327,74,45,-0.409266409,0.843835616,-0.061046512,0.469432314,1.185064935,1.502057613,2.625899281,0.09,13.26
169,212,346,405,385,152,179,162,122,334,80,45,-0.428571429,0.854320988,-0.025316456,0.559709242,1.170520231,1.910377358,2.396449704,0.1,14.42
154,262,342,346,320,123,134,126,101,230,79,61,-0.466101695,0.988439306,-0.039039039,0.448421053,1.011695906,1.320610687,2.246753247,0.08,14.63
136,166,292,320,272,104,105,103,75,249,77,56,-0.513002364,0.9125,-0.081081081,0.573264781,1.095890411,1.927710843,2.352941176,0.08,12.7
125,235,296,313,291,124,134,109,100,209,87,56,-0.483412322,0.945686901,-0.036423841,0.443127962,1.057432432,1.331914894,2.504,0.08,14.08
200,232,339,379,347,171,152,154,121,225,96,61,-0.422138837,0.894459103,-0.044077135,0.511578947,1.1179941,1.63362069,1.895,0.13,13.47
216,395,598,726,698,306,287,263,177,294,93,71,-0.468149646,0.82369146,-0.019662921,0.540430483,1.214046823,1.837974684,3.361111111,0.06,11.16
860,852,897,952,1119,1175,1268,1202,1367,2156,1664,1813,0.116063138,0.942226891,0.080637373,0.369122547,1.061315496,1.117370892,1.106976744,0.03,11.97
190,302,401,456,390,159,164,143,102,244,60,54,-0.522537563,0.879385965,-0.078014184,0.478861087,1.137157107,1.509933775,2.4,0.04,13.44
344,410,638,765,712,295,307,244,185,226,109,85,-0.516352825,0.833986928,-0.035883548,0.547710976,1.199059561,1.865853659,2.223837209,0.03,12.25
294,330,495,569,547,189,179,147,128,435,132,77,-0.589385475,0.869947276,-0.019713262,0.526542324,1.149494949,1.724242424,1.93537415,0.05,24.55
345,348,478,568,566,223,240,204,169,423,115,66,-0.471502591,0.841549296,-0.001763668,0.50071736,1.188284519,1.632183908,1.646376812,0.05,26.82
241,257,427,376,451,190,201,159,160,463,189,113,-0.405607477,1.135638298,0.090689238,0.51509434,0.880562061,1.463035019,1.560165975,0.1,30.59
320,427,545,499,495,298,329,305,287,590,182,107,-0.241293532,1.092184369,-0.004024145,0.419442556,0.91559633,1.168618267,1.559375,0.07,30.16
268,334,533,637,587,245,259,217,154,352,76,43,-0.491803279,0.836734694,-0.040849673,0.555851064,1.195121951,1.907185629,2.376865672,0.04,22.9
203,272,450,482,427,140,182,151,93,373,77,57,-0.522906793,0.933609959,-0.060506051,0.548172757,1.071111111,1.772058824,2.374384236,0.07,23.26
228,403,595,558,473,172,179,162,146,380,94,66,-0.55,1.066308244,-0.082444229,0.482005141,0.937815126,1.384615385,2.447368421,0.06,18.02
168,284,350,350,308,131,145,128,105,294,77,50,-0.464435146,1,-0.063829787,0.422764228,1,1.232394366,2.083333333,0.07,22.04
173,323,464,510,455,179,177,172,138,323,103,66,-0.495601173,0.909803922,-0.056994819,0.501927525,1.099137931,1.578947368,2.947976879,0.05,17.22
241,316,507,534,445,174,166,159,121,279,78,47,-0.541125541,0.949438202,-0.090909091,0.534266765,1.053254438,1.689873418,2.215767635,0.06,11.69
241,299,469,444,359,131,135,113,98,203,82,61,-0.594254937,1.056306306,-0.105853051,0.50660066,0.946695096,1.484949833,1.842323651,0.05,9.18
173,323,464,510,455,179,177,172,138,323,103,66,-0.495601173,0.909803922,-0.056994819,0.501927525,1.099137931,1.578947368,2.947976879,0.05,17.22
241,316,507,534,445,174,166,159,121,279,78,47,-0.541125541,0.949438202,-0.090909091,0.534266765,1.053254438,1.689873418,2.215767635,0.06,11.69
241,299,469,444,359,131,135,113,98,203,82,61,-0.594254937,1.056306306,-0.105853051,0.50660066,0.946695096,1.484949833,1.842323651,0.05,9.18
381,466,618,502,473,217,212,192,143,113,47,35,-0.446685879,1.231075697,-0.02974359,0.412358134,0.812297735,1.077253219,1.317585302,25.83,13.83
442,489,663,509,499,216,207,176,124,116,49,39,-0.486131387,1.302554028,-0.009920635,0.411198073,0.767722474,1.040899796,1.15158371,27.04,12.06
144,142,259,313,270,84,111,103,77,399,110,68,-0.504807692,0.827476038,-0.073756432,0.602240896,1.208494208,2.204225352,2.173611111,0.04,14.65
269,380,482,519,524,270,279,258,213,600,143,91,-0.335907336,0.928709056,0.004793864,0.449674149,1.076763485,1.365789474,1.92936803,0.05,18.18
295,322,474,507,486,208,220,198,120,555,98,50,-0.438297872,0.934911243,-0.021148036,0.505755948,1.069620253,1.574534161,1.718644068,0.04,15.48
280,402,564,539,478,220,215,211,170,696,90,54,-0.437333333,1.046382189,-0.059980334,0.465780731,0.955673759,1.34079602,1.925,0.06,16.77
286,391,527,526,511,273,332,297,206,1255,131,81,-0.278250304,1.001901141,-0.014464802,0.458448753,0.998102467,1.345268542,1.839160839,0.06,24.28
422,598,784,716,732,452,445,431,395,1205,275,201,-0.248474281,1.094972067,0.011049724,0.42993327,0.913265306,1.197324415,1.696682464,0.07,27.69
520,580,776,676,735,483,458,391,360,1178,232,145,-0.26710403,1.147928994,0.041814316,0.429133858,0.871134021,1.165517241,1.3,0.08,30.59
326,436,540,425,552,271,318,256,187,1118,111,76,-0.248164464,1.270588235,0.129989765,0.377587438,0.787037037,0.974770642,1.303680982,0.12,30.1
169,223,353,424,408,192,168,186,112,494,93,50,-0.390163934,0.83254717,-0.019230769,0.554,1.201133144,1.901345291,2.50887574,0.09,14.58
151,280,364,384,348,148,142,129,69,332,65,42,-0.497076023,0.947916667,-0.049180328,0.455252918,1.054945055,1.371428571,2.543046358,0.08,14.8
132,160,273,283,216,75,92,90,69,448,88,59,-0.517426273,0.964664311,-0.134268537,0.553072626,1.036630037,1.76875,2.143939394,0.08,12.51
132,251,309,321,285,129,132,116,95,358,67,55,-0.469107551,0.962616822,-0.059405941,0.430192963,1.038834951,1.278884462,2.431818182,0.08,14.32
191,218,349,390,364,143,163,152,91,339,82,60,-0.439114391,0.894871795,-0.034482759,0.544409613,1.11747851,1.788990826,2.041884817,0.11,13.93
211,365,506,586,545,228,220,219,158,465,91,78,-0.455900621,0.863481229,-0.036251105,0.498970487,1.158102767,1.605479452,2.777251185,0.07,11.21
920,865,1015,1081,1164,1022,1074,1192,1067,2580,1406,1212,0.04883414,0.938945421,0.036971047,0.415737926,1.065024631,1.249710983,1.175,0.03,11.75
191,294,394,445,383,164,146,139,68,364,61,54,-0.523972603,0.885393258,-0.074879227,0.481023831,1.129441624,1.513605442,2.329842932,0.04,13.64
307,348,536,656,607,251,247,226,161,404,100,75,-0.487528345,0.817073171,-0.038796516,0.548051948,1.223880597,1.885057471,2.136807818,0.03,11.71
216,312,415,509,465,191,172,178,123,433,74,49,-0.481804949,0.815324165,-0.045174538,0.495145631,1.226506024,1.631410256,2.356481481,0.02,12.15
283,272,359,429,435,178,218,173,117,410,127,65,-0.425249169,0.836829837,0.006944444,0.486792453,1.194986072,1.577205882,1.51590106,0.02,16.88
